1396258456.075063, 3, -64, -59
1396258456.173291, 1, -88, -59
1396258456.179888, 3, -63, -59
1396258456.281316, 1, -86, -59
1396258456.287647, 3, -64, -59
1396258456.385273, 3, -64, -59
1396258456.467152, 2, -71, -59
1396258456.487094, 3, -64, -59
1396258456.568080, 2, -72, -59
1396258456.603781, 1, -72, -59
1396258456.673250, 2, -73, -59
1396258456.778246, 2, -72, -59
1396258456.885280, 2, -71, -59
1396258456.916098, 3, -65, -59
1396258456.921735, 1, -72, -59
1396258456.972137, 4, -65, -59
1396258456.989846, 2, -72, -59
1396258457.082234, 4, -64, -59
1396258457.096759, 2, -72, -59
1396258457.167126, 5, -42, -59
1396258457.191296, 4, -79, -59
1396258457.204248, 2, -78, -59
1396258457.270082, 5, -42, -59
1396258457.378079, 5, -42, -59
1396258457.483185, 5, -42, -59
1396258457.508997, 4, -79, -59
1396258457.587219, 5, -42, -59
1396258457.692182, 5, -42, -59
1396258457.791956, 5, -43, -59
1396258457.900033, 5, -42, -59
1396258458.071239, 3, -64, -59
1396258458.109199, 5, -44, -59
1396258458.172241, 3, -63, -59
1396258458.272239, 3, -63, -59
1396258458.370321, 1, -87, -59
1396258458.377675, 3, -64, -59
1396258458.467061, 4, -65, -59
1396258458.477844, 1, -85, -59
1396258458.487961, 3, -63, -59
1396258458.525196, 5, -43, -59
1396258458.568015, 2, -71, -59
1396258458.574820, 4, -66, -59
1396258458.586840, 1, -84, -59
1396258458.592921, 3, -63, -59
1396258458.667953, 2, -72, -59
1396258458.677820, 4, -66, -59
1396258458.687979, 1, -72, -59
1396258458.694692, 3, -63, -59
1396258458.772187, 2, -73, -59
1396258458.783458, 4, -65, -59
1396258458.790830, 1, -82, -59
1396258458.877192, 2, -77, -59
1396258458.891002, 4, -65, -59
1396258458.983152, 2, -77, -59
1396258458.996812, 1, -74, -59
1396258459.003273, 4, -70, -59
1396258459.009546, 3, -64, -59
1396258459.092818, 2, -76, -59
1396258459.194695, 2, -73, -59
1396258459.297753, 2, -76, -59
1396258459.305698, 4, -71, -59
1396258459.313703, 3, -64, -59
1396258459.616091, 4, -72, -59
1396258459.666945, 5, -46, -59
1396258459.820141, 4, -65, -59
1396258459.826010, 2, -70, -59
1396258459.877139, 5, -46, -59
1396258459.977986, 5, -46, -59
1396258460.084018, 5, -45, -59
1396258460.189141, 5, -45, -59
1396258460.289095, 5, -45, -59
1396258460.389023, 5, -45, -59
1396258460.466782, 4, -64, -59
1396258460.491690, 5, -44, -59
1396258460.566919, 1, -85, -59
1396258460.571755, 3, -64, -59
1396258460.592712, 5, -44, -59
1396258460.673126, 4, -64, -59
1396258460.678696, 3, -65, -59
1396258460.699858, 5, -45, -59
1396258460.773079, 4, -64, -59
1396258460.788047, 3, -65, -59
1396258460.801004, 5, -45, -59
1396258460.877113, 4, -64, -59
1396258460.882683, 1, -85, -59
1396258460.888464, 3, -65, -59
1396258460.975144, 2, -69, -59
1396258460.980561, 4, -64, -59
1396258460.987494, 1, -85, -59
1396258460.993467, 3, -64, -59
1396258461.088013, 4, -75, -59
1396258461.093868, 1, -73, -59
1396258461.099503, 3, -65, -59
1396258461.113708, 5, -45, -59
1396258461.184124, 2, -71, -59
1396258461.189631, 4, -64, -59
1396258461.198794, 1, -81, -59
1396258461.204583, 3, -65, -59
1396258461.286750, 2, -71, -59
1396258461.296642, 4, -64, -59
1396258461.397989, 2, -75, -59
1396258461.404163, 4, -74, -59
1396258461.417567, 1, -72, -59
1396258461.423674, 3, -65, -59
1396258461.429447, 5, -45, -59
1396258461.732119, 1, -72, -59
1396258461.738256, 3, -65, -59
1396258462.070111, 5, -45, -59
1396258462.180107, 5, -45, -59
1396258462.289005, 5, -45, -59
1396258462.370059, 3, -65, -59
1396258462.392621, 5, -44, -59
1396258462.470057, 3, -65, -59
1396258462.494566, 5, -44, -59
1396258462.568880, 1, -83, -59
1396258462.575583, 3, -65, -59
1396258462.599887, 5, -45, -59
1396258462.673075, 1, -82, -59
1396258462.679539, 3, -64, -59
1396258462.775043, 2, -71, -59
1396258462.868792, 4, -68, -59
1396258462.876636, 2, -71, -59
1396258462.887639, 3, -66, -59
1396258462.893685, 1, -74, -59
1396258462.919780, 5, -44, -59
1396258463.084085, 4, -67, -59
1396258463.089987, 2, -71, -59
1396258463.095366, 3, -65, -59
1396258463.189858, 2, -81, -59
1396258463.195541, 4, -77, -59
1396258463.202495, 3, -64, -59
1396258463.213744, 1, -74, -59
1396258463.293659, 2, -72, -59
1396258463.500029, 2, -76, -59
1396258463.515594, 3, -65, -59
1396258463.809044, 2, -73, -59
1396258463.969565, 5, -46, -59
1396258464.067836, 1, -79, -59
1396258464.074414, 5, -47, -59
1396258464.172027, 1, -78, -59
1396258464.181704, 5, -47, -59
1396258464.284042, 5, -48, -59
1396258464.384783, 1, -76, -59
1396258464.394498, 5, -49, -59
1396258464.491771, 1, -76, -59
1396258464.591598, 1, -77, -59
1396258464.669965, 3, -63, -59
1396258464.702764, 1, -74, -59
1396258464.708295, 5, -47, -59
1396258464.775016, 3, -64, -59
1396258464.866792, 4, -65, -59
1396258464.883468, 3, -63, -59
1396258464.971993, 4, -65, -59
1396258464.983626, 3, -64, -59
1396258465.011585, 1, -73, -59
1396258465.071997, 4, -65, -59
1396258465.086721, 3, -63, -59
1396258465.182013, 4, -65, -59
1396258465.193486, 3, -62, -59
1396258465.289943, 4, -72, -59
1396258465.296211, 3, -66, -59
1396258465.365778, 2, -71, -59
1396258465.390842, 4, -65, -59
1396258465.473960, 2, -71, -59
1396258465.573933, 2, -72, -59
1396258465.608771, 4, -75, -59
1396258465.614478, 3, -65, -59
1396258465.681940, 2, -72, -59
1396258465.784978, 2, -71, -59
1396258465.886943, 2, -74, -59
1396258465.917973, 4, -72, -59
1396258465.994485, 2, -71, -59
1396258466.205869, 2, -75, -59
1396258466.228897, 4, -74, -59
1396258466.266838, 1, -81, -59
1396258466.367743, 1, -82, -59
1396258466.373993, 5, -50, -59
1396258466.467697, 1, -82, -59
1396258466.479546, 5, -49, -59
1396258466.573883, 3, -62, -59
1396258466.589042, 5, -49, -59
1396258466.678928, 3, -62, -59
1396258466.689778, 5, -49, -59
1396258466.778896, 3, -62, -59
1396258466.784330, 1, -82, -59
1396258466.790335, 5, -50, -59
1396258466.878927, 3, -62, -59
1396258466.889728, 1, -82, -59
1396258466.895312, 5, -51, -59
1396258466.986904, 3, -62, -59
1396258467.090857, 3, -65, -59
1396258467.101605, 1, -71, -59
1396258467.194431, 3, -62, -59
1396258467.270690, 4, -64, -59
1396258467.374730, 4, -64, -59
1396258467.412612, 3, -65, -59
1396258467.418283, 5, -49, -59
1396258467.424281, 1, -71, -59
1396258467.484866, 4, -64, -59
1396258467.588920, 4, -64, -59
1396258467.692570, 4, -77, -59
1396258467.716887, 5, -49, -59
1396258467.867737, 2, -74, -59
1396258467.975746, 2, -73, -59
1396258468.013501, 4, -78, -59
1396258468.081898, 2, -74, -59
1396258468.186915, 2, -74, -59
1396258468.293591, 2, -75, -59
1396258468.466681, 3, -62, -59
1396258468.565560, 1, -83, -59
1396258468.571546, 3, -62, -59
1396258468.675847, 1, -82, -59
1396258468.681694, 3, -62, -59
1396258468.776366, 1, -82, -59
1396258468.785255, 3, -62, -59
1396258468.867724, 5, -49, -59
1396258468.876350, 1, -82, -59
1396258468.892443, 3, -66, -59
1396258468.969836, 5, -49, -59
1396258468.981580, 1, -80, -59
1396258468.993514, 3, -61, -59
1396258469.077509, 5, -49, -59
1396258469.086694, 1, -81, -59
1396258469.178790, 5, -49, -59
1396258469.191436, 1, -71, -59
1396258469.211693, 3, -65, -59
1396258469.266774, 4, -66, -59
1396258469.279693, 5, -49, -59
1396258469.301621, 1, -79, -59
1396258469.373734, 4, -67, -59
1396258469.407632, 1, -80, -59
1396258469.415341, 3, -62, -59
1396258469.474338, 4, -66, -59
1396258469.490725, 5, -49, -59
1396258469.514825, 1, -71, -59
1396258469.580844, 4, -65, -59
1396258469.687842, 4, -65, -59
1396258469.793350, 4, -74, -59
1396258469.813836, 5, -50, -59
1396258470.068732, 2, -71, -59
1396258470.115852, 4, -75, -59
1396258470.177775, 2, -71, -59
1396258470.286601, 2, -72, -59
1396258470.394473, 2, -76, -59
1396258470.712739, 2, -73, -59
1396258470.766551, 3, -62, -59
1396258470.772467, 1, -79, -59
1396258470.871814, 3, -62, -59
1396258470.877808, 1, -79, -59
1396258470.978816, 3, -61, -59
1396258471.065332, 5, -53, -59
1396258471.081375, 3, -62, -59
1396258471.091477, 1, -82, -59
1396258471.173469, 5, -52, -59
1396258471.183462, 3, -62, -59
1396258471.194288, 1, -83, -59
1396258471.270730, 4, -66, -59
1396258471.276424, 5, -51, -59
